ticker,sample_size,date_start,date_end,sentiment_price_correlation,sentiment_price_pvalue,sentiment_price_significant,vol_abschange_correlation,vol_abschange_pvalue,vol_abschange_significant,mean_sentiment,mean_price_change_pct,price_volatility
AAPL,11,2026-02-12,2026-03-05,0.8106786545369027,0.002470242074411943,True,0.34912422707331114,0.2926406162511202,False,0.13539755094263642,-0.8015770529370989,2.0176163767261928
MSFT,10,2026-02-12,2026-03-05,0.6528562464181409,0.04070670673251845,True,0.3832201795450047,0.27434732972440234,False,0.14030798017467383,0.5946217595936348,1.420797707449474
GOOGL,10,2026-02-12,2026-03-05,0.38746861883010275,0.2686095275418775,False,-0.2275751359972336,0.5271704513591438,False,0.06743660080344915,-0.5107530288342275,0.9902662267776873
